std_sample_name	gse_id	gsm_id	srr_id	organism	bio_rep	tech_rep	sample_index	download_job_id	download_end_status	download_read_written_status	download_present	antibody_target	restriction_enzyme	sample_name	download_log	download_output
SEC-p63KO-D7.GSE120294.Homo_Sapiens.SMC1A.b2	GSE120294	GSM3397790	SRR7888994	Homo_Sapiens	2	2	72	5027285	1	1	0	SMC1A	MboI	SEC-p63KO-D7	results/fastqs/raw/logs/download_srr_fastqs.o5027285-72	results/fastqs/raw/SEC-p63KO-D7.GSE120294.Homo_Sapiens.SMC1A.b2/SRR7888994_2.fastq.gz
SEC-p63KO-D7.GSE120294.Homo_Sapiens.SMC1A.b3	GSE120294	GSM3397791	SRR7888995	Homo_Sapiens	3	1	73	5027285	1	1	0	SMC1A	MboI	SEC-p63KO-D7	results/fastqs/raw/logs/download_srr_fastqs.o5027285-73	results/fastqs/raw/SEC-p63KO-D7.GSE120294.Homo_Sapiens.SMC1A.b3/SRR7888995_2.fastq.gz
SEC-p63KO-D7.GSE120294.Homo_Sapiens.SMC1A.b3	GSE120294	GSM3397791	SRR7888996	Homo_Sapiens	3	2	74	5027285	1	1	0	SMC1A	MboI	SEC-p63KO-D7	results/fastqs/raw/logs/download_srr_fastqs.o5027285-74	results/fastqs/raw/SEC-p63KO-D7.GSE120294.Homo_Sapiens.SMC1A.b3/SRR7888996_2.fastq.gz
Kelly-Res-50I.GSE126792.Homo_Sapiens.SMC1A.b1	GSE126792	GSM3613366	SRR8594862	Homo_Sapiens	1	1	75	5027362	1	1	0	SMC1A	MboI	Kelly-Res-50I	results/fastqs/raw/logs/download_srr_fastqs.o5027362-75	results/fastqs/raw/Kelly-Res-50I.GSE126792.Homo_Sapiens.SMC1A.b1/SRR8594862_2.fastq.gz
Kelly-Res-50I.GSE126792.Homo_Sapiens.SMC1A.b2	GSE126792	GSM3613367	SRR8594863	Homo_Sapiens	2	1	76	5027362	1	1	0	SMC1A	MboI	Kelly-Res-50I	results/fastqs/raw/logs/download_srr_fastqs.o5027362-76	results/fastqs/raw/Kelly-Res-50I.GSE126792.Homo_Sapiens.SMC1A.b2/SRR8594863_2.fastq.gz
Kelly-Res-50I.GSE126792.Homo_Sapiens.SMC1A.b3	GSE126792	GSM3613368	SRR8594864	Homo_Sapiens	3	1	77	5027285	1	1	0	SMC1A	MboI	Kelly-Res-50I	results/fastqs/raw/logs/download_srr_fastqs.o5027285-77	results/fastqs/raw/Kelly-Res-50I.GSE126792.Homo_Sapiens.SMC1A.b3/SRR8594864_2.fastq.gz
Kelly-Res-shBORIS.GSE126792.Homo_Sapiens.SMC1A.b1	GSE126792	GSM3613369	SRR8594865	Homo_Sapiens	1	1	78	5027362	1	1	0	SMC1A	MboI	Kelly-Res-shBORIS	results/fastqs/raw/logs/download_srr_fastqs.o5027362-78	results/fastqs/raw/Kelly-Res-shBORIS.GSE126792.Homo_Sapiens.SMC1A.b1/SRR8594865_2.fastq.gz
Kelly-Res-shBORIS.GSE126792.Homo_Sapiens.SMC1A.b2	GSE126792	GSM3613370	SRR8594866	Homo_Sapiens	2	1	79	5027362	1	1	0	SMC1A	MboI	Kelly-Res-shBORIS	results/fastqs/raw/logs/download_srr_fastqs.o5027362-79	results/fastqs/raw/Kelly-Res-shBORIS.GSE126792.Homo_Sapiens.SMC1A.b2/SRR8594866_2.fastq.gz
Kelly-Res-shBORIS.GSE126792.Homo_Sapiens.SMC1A.b3	GSE126792	GSM3613371	SRR8594867	Homo_Sapiens	3	1	80	5027285	1	1	0	SMC1A	MboI	Kelly-Res-shBORIS	results/fastqs/raw/logs/download_srr_fastqs.o5027285-80	results/fastqs/raw/Kelly-Res-shBORIS.GSE126792.Homo_Sapiens.SMC1A.b3/SRR8594867_2.fastq.gz
Kelly-Res-shGFP.GSE126792.Homo_Sapiens.SMC1A.b1	GSE126792	GSM3613372	SRR8594868	Homo_Sapiens	1	1	81	5027285	1	1	0	SMC1A	MboI	Kelly-Res-shGFP	results/fastqs/raw/logs/download_srr_fastqs.o5027285-81	results/fastqs/raw/Kelly-Res-shGFP.GSE126792.Homo_Sapiens.SMC1A.b1/SRR8594868_2.fastq.gz
Kelly-Res-shGFP.GSE126792.Homo_Sapiens.SMC1A.b2	GSE126792	GSM3613373	SRR8594869	Homo_Sapiens	2	1	82	5027285	1	1	0	SMC1A	MboI	Kelly-Res-shGFP	results/fastqs/raw/logs/download_srr_fastqs.o5027285-82	results/fastqs/raw/Kelly-Res-shGFP.GSE126792.Homo_Sapiens.SMC1A.b2/SRR8594869_2.fastq.gz
Kelly-Res-shGFP.GSE126792.Homo_Sapiens.SMC1A.b3	GSE126792	GSM3613374	SRR8594870	Homo_Sapiens	3	1	83	5027285	1	1	0	SMC1A	MboI	Kelly-Res-shGFP	results/fastqs/raw/logs/download_srr_fastqs.o5027285-83	results/fastqs/raw/Kelly-Res-shGFP.GSE126792.Homo_Sapiens.SMC1A.b3/SRR8594870_2.fastq.gz
Kelly-Sens-50I.GSE126792.Homo_Sapiens.SMC1A.b1	GSE126792	GSM3613375	SRR8594871	Homo_Sapiens	1	1	84	5027285	1	1	0	SMC1A	MboI	Kelly-Sens-50I	results/fastqs/raw/logs/download_srr_fastqs.o5027285-84	results/fastqs/raw/Kelly-Sens-50I.GSE126792.Homo_Sapiens.SMC1A.b1/SRR8594871_2.fastq.gz
Kelly-Sens-50I.GSE126792.Homo_Sapiens.SMC1A.b2	GSE126792	GSM3613376	SRR8594872	Homo_Sapiens	2	1	85	5027285	1	1	0	SMC1A	MboI	Kelly-Sens-50I	results/fastqs/raw/logs/download_srr_fastqs.o5027285-85	results/fastqs/raw/Kelly-Sens-50I.GSE126792.Homo_Sapiens.SMC1A.b2/SRR8594872_2.fastq.gz
Kelly-Sens-50I.GSE126792.Homo_Sapiens.SMC1A.b3	GSE126792	GSM3613377	SRR8594873	Homo_Sapiens	3	1	86	5027362	1	1	0	SMC1A	MboI	Kelly-Sens-50I	results/fastqs/raw/logs/download_srr_fastqs.o5027362-86	results/fastqs/raw/Kelly-Sens-50I.GSE126792.Homo_Sapiens.SMC1A.b3/SRR8594873_2.fastq.gz
HUDEP-2-WT.GSE131054.Homo_Sapiens.H3K27ac.b1	GSE131054	GSM3762825	SRR9044507	Homo_Sapiens	1	1	87	5027285	1	1	0	H3K27ac	MboI	HUDEP-2-WT	results/fastqs/raw/logs/download_srr_fastqs.o5027285-87	results/fastqs/raw/HUDEP-2-WT.GSE131054.Homo_Sapiens.H3K27ac.b1/SRR9044507_2.fastq.gz
HUDEP-2-Mut1.GSE131054.Homo_Sapiens.H3K27ac.b1	GSE131054	GSM3762826	SRR9044508	Homo_Sapiens	1	1	88	5027285	1	1	0	H3K27ac	MboI	HUDEP-2-Mut1	results/fastqs/raw/logs/download_srr_fastqs.o5027285-88	results/fastqs/raw/HUDEP-2-Mut1.GSE131054.Homo_Sapiens.H3K27ac.b1/SRR9044508_2.fastq.gz
Erythroblast.GSE131054.Homo_Sapiens.H3K27ac.b1	GSE131054	GSM3769103	SRR9070078	Homo_Sapiens	1	1	89	5027285	1	1	0	H3K27ac	MboI	Erythroblast	results/fastqs/raw/logs/download_srr_fastqs.o5027285-89	results/fastqs/raw/Erythroblast.GSE131054.Homo_Sapiens.H3K27ac.b1/SRR9070078_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b1	GSE131651	GSM3791773	SRR9109502	Homo_Sapiens	1	1	90	5027285	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-90	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b1/SRR9109502_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b1	GSE131651	GSM3791773	SRR9109503	Homo_Sapiens	1	2	91	5027362	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027362-91	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b1/SRR9109503_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b1	GSE131651	GSM3791773	SRR9109504	Homo_Sapiens	1	3	92	5027285	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-92	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b1/SRR9109504_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b1	GSE131651	GSM3791773	SRR9109505	Homo_Sapiens	1	4	93	5027285	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-93	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b1/SRR9109505_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b1	GSE131651	GSM3791773	SRR9109506	Homo_Sapiens	1	5	94	5027285	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-94	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b1/SRR9109506_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b1	GSE131651	GSM3791773	SRR9109507	Homo_Sapiens	1	6	95	5027285	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-95	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b1/SRR9109507_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b2	GSE131651	GSM3791774	SRR9109508	Homo_Sapiens	2	1	96	5027285	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-96	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b2/SRR9109508_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b2	GSE131651	GSM3791774	SRR9109509	Homo_Sapiens	2	2	97	5027285	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-97	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b2/SRR9109509_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b2	GSE131651	GSM3791774	SRR9109510	Homo_Sapiens	2	3	98	5027285	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-98	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b2/SRR9109510_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b2	GSE131651	GSM3791774	SRR9109511	Homo_Sapiens	2	4	99	5027285	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-99	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b2/SRR9109511_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b2	GSE131651	GSM3791774	SRR9109512	Homo_Sapiens	2	5	100	5027285	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-100	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b2/SRR9109512_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b2	GSE131651	GSM3791774	SRR9109513	Homo_Sapiens	2	6	101	5027362	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027362-101	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b2/SRR9109513_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b3	GSE131651	GSM3791775	SRR9109514	Homo_Sapiens	3	1	102	5027285	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-102	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b3/SRR9109514_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b3	GSE131651	GSM3791775	SRR9109515	Homo_Sapiens	3	2	103	5027285	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-103	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b3/SRR9109515_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b3	GSE131651	GSM3791775	SRR9109516	Homo_Sapiens	3	3	104	5027362	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027362-104	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b3/SRR9109516_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b3	GSE131651	GSM3791775	SRR9109517	Homo_Sapiens	3	4	105	5027285	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-105	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b3/SRR9109517_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b3	GSE131651	GSM3791775	SRR9109518	Homo_Sapiens	3	5	106	5027285	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-106	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b3/SRR9109518_2.fastq.gz
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b3	GSE131651	GSM3791775	SRR9109519	Homo_Sapiens	3	6	107	5027285	1	1	0	CTCF	MboI	NSD2-High-NTKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-107	results/fastqs/raw/NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b3/SRR9109519_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b1	GSE131651	GSM3791776	SRR9109520	Homo_Sapiens	1	1	108	5027285	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-108	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b1/SRR9109520_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b1	GSE131651	GSM3791776	SRR9109521	Homo_Sapiens	1	2	109	5027285	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-109	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b1/SRR9109521_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b1	GSE131651	GSM3791776	SRR9109522	Homo_Sapiens	1	3	110	5027285	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-110	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b1/SRR9109522_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b1	GSE131651	GSM3791776	SRR9109523	Homo_Sapiens	1	4	111	5027362	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027362-111	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b1/SRR9109523_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b1	GSE131651	GSM3791776	SRR9109524	Homo_Sapiens	1	5	112	5027285	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-112	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b1/SRR9109524_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b1	GSE131651	GSM3791776	SRR9109525	Homo_Sapiens	1	6	113	5027285	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-113	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b1/SRR9109525_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b2	GSE131651	GSM3791777	SRR9109526	Homo_Sapiens	2	1	114	5027285	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-114	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b2/SRR9109526_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b2	GSE131651	GSM3791777	SRR9109527	Homo_Sapiens	2	2	115	5027362	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027362-115	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b2/SRR9109527_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b2	GSE131651	GSM3791777	SRR9109528	Homo_Sapiens	2	3	116	5027285	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-116	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b2/SRR9109528_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b2	GSE131651	GSM3791777	SRR9109529	Homo_Sapiens	2	4	117	5027362	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027362-117	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b2/SRR9109529_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b2	GSE131651	GSM3791777	SRR9109530	Homo_Sapiens	2	5	118	5027362	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027362-118	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b2/SRR9109530_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b2	GSE131651	GSM3791777	SRR9109531	Homo_Sapiens	2	6	119	5027285	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-119	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b2/SRR9109531_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b3	GSE131651	GSM3791778	SRR9109532	Homo_Sapiens	3	1	120	5027285	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-120	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b3/SRR9109532_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b3	GSE131651	GSM3791778	SRR9109533	Homo_Sapiens	3	2	121	5027285	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-121	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b3/SRR9109533_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b3	GSE131651	GSM3791778	SRR9109534	Homo_Sapiens	3	3	122	5027362	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027362-122	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b3/SRR9109534_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b3	GSE131651	GSM3791778	SRR9109535	Homo_Sapiens	3	4	123	5027362	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027362-123	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b3/SRR9109535_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b3	GSE131651	GSM3791778	SRR9109536	Homo_Sapiens	3	5	124	5027285	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-124	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b3/SRR9109536_2.fastq.gz
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b3	GSE131651	GSM3791778	SRR9109537	Homo_Sapiens	3	6	125	5027362	1	1	0	CTCF	MboI	NSD2-Low-TKO	results/fastqs/raw/logs/download_srr_fastqs.o5027362-125	results/fastqs/raw/NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b3/SRR9109537_2.fastq.gz
HCT116.GSE136629.Homo_Sapiens.H3K27ac.b1	GSE136629	GSM4053397	SRR10043495	Homo_Sapiens	1	1	126	5027285	1	1	0	H3K27ac	MboI	HCT116	results/fastqs/raw/logs/download_srr_fastqs.o5027285-126	results/fastqs/raw/HCT116.GSE136629.Homo_Sapiens.H3K27ac.b1/SRR10043495_2.fastq.gz
LS513.GSE136629.Homo_Sapiens.H3K27ac.b1	GSE136629	GSM4053398	SRR10043496	Homo_Sapiens	1	1	127	5027362	1	1	0	H3K27ac	MboI	LS513	results/fastqs/raw/logs/download_srr_fastqs.o5027362-127	results/fastqs/raw/LS513.GSE136629.Homo_Sapiens.H3K27ac.b1/SRR10043496_2.fastq.gz
SW480.GSE136629.Homo_Sapiens.H3K27ac.b1	GSE136629	GSM4053399	SRR10043497	Homo_Sapiens	1	1	128	5027362	1	1	0	H3K27ac	MboI	SW480	results/fastqs/raw/logs/download_srr_fastqs.o5027362-128	results/fastqs/raw/SW480.GSE136629.Homo_Sapiens.H3K27ac.b1/SRR10043497_2.fastq.gz
SW620.GSE136629.Homo_Sapiens.H3K27ac.b1	GSE136629	GSM4053400	SRR10043498	Homo_Sapiens	1	1	129	5027285	1	1	0	H3K27ac	MboI	SW620	results/fastqs/raw/logs/download_srr_fastqs.o5027285-129	results/fastqs/raw/SW620.GSE136629.Homo_Sapiens.H3K27ac.b1/SRR10043498_2.fastq.gz
SMS-CTR.GSE137168.Homo_Sapiens.H3K27ac.b1	GSE137168	GSM4948219	SRR13159507	Homo_Sapiens	1	1	130	5027285	1	1	0	H3K27ac	DpnII	SMS-CTR	results/fastqs/raw/logs/download_srr_fastqs.o5027285-130	results/fastqs/raw/SMS-CTR.GSE137168.Homo_Sapiens.H3K27ac.b1/SRR13159507_2.fastq.gz
HeLa-S3-shcontrol.GSE137849.Homo_Sapiens.CTCF.b1	GSE137849	GSM4089776	SRR10163455	Homo_Sapiens	1	1	131	5027285	1	1	0	CTCF	MboI	HeLa-S3-shcontrol	results/fastqs/raw/logs/download_srr_fastqs.o5027285-131	results/fastqs/raw/HeLa-S3-shcontrol.GSE137849.Homo_Sapiens.CTCF.b1/SRR10163455_2.fastq.gz
HeLa-S3-shBHLHE40.GSE137849.Homo_Sapiens.CTCF.b1	GSE137849	GSM4089777	SRR10163456	Homo_Sapiens	1	1	132	5027285	1	1	0	CTCF	MboI	HeLa-S3-shBHLHE40	results/fastqs/raw/logs/download_srr_fastqs.o5027285-132	results/fastqs/raw/HeLa-S3-shBHLHE40.GSE137849.Homo_Sapiens.CTCF.b1/SRR10163456_2.fastq.gz
HeLa-S3-shcontrol.GSE137849.Homo_Sapiens.CTCF.b2	GSE137849	GSM4585327	SRR11902169	Homo_Sapiens	2	1	133	5027285	1	1	0	CTCF	MboI	HeLa-S3-shcontrol	results/fastqs/raw/logs/download_srr_fastqs.o5027285-133	results/fastqs/raw/HeLa-S3-shcontrol.GSE137849.Homo_Sapiens.CTCF.b2/SRR11902169_2.fastq.gz
HeLa-S3-shBHLHE40.GSE137849.Homo_Sapiens.CTCF.b2	GSE137849	GSM4585328	SRR11902170	Homo_Sapiens	2	1	134	5027285	1	1	0	CTCF	MboI	HeLa-S3-shBHLHE40	results/fastqs/raw/logs/download_srr_fastqs.o5027285-134	results/fastqs/raw/HeLa-S3-shBHLHE40.GSE137849.Homo_Sapiens.CTCF.b2/SRR11902170_2.fastq.gz
HaCaT-Stimulated.GSE137906.Homo_Sapiens.H3K27ac.b1	GSE137906	GSM4093604	SRR10168920	Homo_Sapiens	1	1	135	5027285	1	1	0	H3K27ac	MboI	HaCaT-Stimulated	results/fastqs/raw/logs/download_srr_fastqs.o5027285-135	results/fastqs/raw/HaCaT-Stimulated.GSE137906.Homo_Sapiens.H3K27ac.b1/SRR10168920_2.fastq.gz
HaCaT-Unstimulated.GSE137906.Homo_Sapiens.H3K27ac.b1	GSE137906	GSM4093605	SRR10168921	Homo_Sapiens	1	1	136	5027285	1	1	0	H3K27ac	MboI	HaCaT-Unstimulated	results/fastqs/raw/logs/download_srr_fastqs.o5027285-136	results/fastqs/raw/HaCaT-Unstimulated.GSE137906.Homo_Sapiens.H3K27ac.b1/SRR10168921_2.fastq.gz
MyLa.GSE137906.Homo_Sapiens.H3K27ac.b1	GSE137906	GSM4093606	SRR10168922	Homo_Sapiens	1	1	137	5027285	1	1	0	H3K27ac	MboI	MyLa	results/fastqs/raw/logs/download_srr_fastqs.o5027285-137	results/fastqs/raw/MyLa.GSE137906.Homo_Sapiens.H3K27ac.b1/SRR10168922_2.fastq.gz
MyLa.GSE137906.Homo_Sapiens.H3K27ac.b1	GSE137906	GSM4093606	SRR10168923	Homo_Sapiens	1	2	138	5027285	1	1	0	H3K27ac	MboI	MyLa	results/fastqs/raw/logs/download_srr_fastqs.o5027285-138	results/fastqs/raw/MyLa.GSE137906.Homo_Sapiens.H3K27ac.b1/SRR10168923_2.fastq.gz
E6E7hTERT.GSE137936.Homo_Sapiens.H3K27ac.b1	GSE137936	GSM4094644	SRR10175015	Homo_Sapiens	1	1	139	5027285	1	1	0	H3K27ac	DpnII	E6E7hTERT	results/fastqs/raw/logs/download_srr_fastqs.o5027285-139	results/fastqs/raw/E6E7hTERT.GSE137936.Homo_Sapiens.H3K27ac.b1/SRR10175015_2.fastq.gz
ARK-1.GSE137936.Homo_Sapiens.H3K27ac.b1	GSE137936	GSM4094645	SRR10175016	Homo_Sapiens	1	1	140	5027285	1	1	0	H3K27ac	DpnII	ARK-1	results/fastqs/raw/logs/download_srr_fastqs.o5027285-140	results/fastqs/raw/ARK-1.GSE137936.Homo_Sapiens.H3K27ac.b1/SRR10175016_2.fastq.gz
JHUEM-14.GSE137936.Homo_Sapiens.H3K27ac.b1	GSE137936	GSM4094646	SRR10175017	Homo_Sapiens	1	1	141	5027285	1	1	0	H3K27ac	DpnII	JHUEM-14	results/fastqs/raw/logs/download_srr_fastqs.o5027285-141	results/fastqs/raw/JHUEM-14.GSE137936.Homo_Sapiens.H3K27ac.b1/SRR10175017_2.fastq.gz
Ishikawa.GSE137936.Homo_Sapiens.H3K27ac.b1	GSE137936	GSM4094647	SRR10175018	Homo_Sapiens	1	1	142	5027285	1	1	0	H3K27ac	DpnII	Ishikawa	results/fastqs/raw/logs/download_srr_fastqs.o5027285-142	results/fastqs/raw/Ishikawa.GSE137936.Homo_Sapiens.H3K27ac.b1/SRR10175018_2.fastq.gz
